Centre,Gender,Labour Category,Labour Type,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Annual Average,State,District,Centre_length
MAINPUR,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,ROOP NAGAR,7
MAINPUR,M,FIELD LABOUR,WEEDER,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,ROOP NAGAR,7
MAINPUR,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,ROOP NAGAR,7
MAINPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,ROOP NAGAR,7
MAINPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,ROOP NAGAR,7
MAINPUR,M,"SKILLED 
LABOUR",BLACKSMITH,300,300,300,300,300,300,300,300,300,300,300,300,300,PUNJAB,ROOP NAGAR,7
MAINPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,ROOP NAGAR,7
MAINPUR,M,"SKILLED 
LABOUR",CARPENTER,300,300,300,300,300,300,300,300,300,300,300,300,300,PUNJAB,ROOP NAGAR,7
MAINPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,ROOP NAGAR,7
FATEHGARH,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,SANGRUR,9
FATEHGARH,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,SANGRUR,9
FATEHGARH,M,FIELD LABOUR,"REAPER & 
HARVESTER",180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,SANGRUR,9
FATEHGARH,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,SANGRUR,9
FATEHGARH,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,SANGRUR,9
FATEHGARH,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,SANGRUR,9
FATEHGARH,M,FIELD LABOUR,WEEDER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,SANGRUR,9
FATEHGARH,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,SANGRUR,9
FATEHGARH,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,SANGRUR,9
FATEHGARH,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,SANGRUR,9
FATEHGARH,M,"SKILLED 
LABOUR",BLACKSMITH,275,275,275,275,275,275,275,275,275,275,275,275,275,PUNJAB,SANGRUR,9
FATEHGARH,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,SANGRUR,9
FATEHGARH,M,"SKILLED 
LABOUR",CARPENTER,275,275,275,275,275,275,275,275,275,275,275,275,275,PUNJAB,SANGRUR,9
FATEHGARH,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,SANGRUR,9
DADIYA,M,FIELD LABOUR,PLOUGHMAN,100,-,-,-,-,100,-,-,-,-,100,-,100,RAJASTHAN,AJMER,6
DADIYA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,AJMER,6
DADIYA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,-,100,-,-,-,200,200,-,-,150,RAJASTHAN,AJMER,6
DADIYA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,-,-,-,-,-,200,200,-,-,166.67,RAJASTHAN,AJMER,6
DADIYA,M,FIELD LABOUR,SOWER,-,-,-,-,100,100,-,-,-,-,-,-,100,RAJASTHAN,AJMER,6
DADIYA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,AJMER,6
DADIYA,M,FIELD LABOUR,WEEDER,-,-,-,-,-,150,100,100,200,-,-,-,137.5,RAJASTHAN,AJMER,6
DADIYA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,200,-,-,-,200,RAJASTHAN,AJMER,6
DADIYA,M,HERDSMEN,HERDSMEN,100,100,100,-,100,100,100,100,100,100,100,-,100,RAJASTHAN,AJMER,6
DADIYA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,AJMER,6
DADIYA,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,150,-,100,200,200,200,200,200,200,-,175,RAJASTHAN,AJMER,6
DADIYA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,AJMER,6
DADIYA,M,"SKILLED 
LABOUR",CARPENTER,200,200,200,-,200,200,200,200,200,200,200,-,200,RAJASTHAN,AJMER,6
DADIYA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,AJMER,6
DADIYA,M,"SKILLED 
LABOUR",COBBLER,150,150,150,-,150,150,200,200,200,200,200,-,175,RAJASTHAN,AJMER,6
DADIYA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,AJMER,6
SEMLAKHURD,M,FIELD LABOUR,PLOUGHMAN,150,-,-,200,200,-,-,-,-,-,200,-,187.5,RAJASTHAN,ALWAR,10
SEMLAKHURD,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,ALWAR,10
SEMLAKHURD,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,150,150,-,-,-,150,-,-,-,150,RAJASTHAN,ALWAR,10
SEMLAKHURD,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,150,-,-,-,150,RAJASTHAN,ALWAR,10
SEMLAKHURD,M,FIELD LABOUR,SOWER,-,-,-,200,200,-,-,-,-,-,-,-,200,RAJASTHAN,ALWAR,10
SEMLAKHURD,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,ALWAR,10
SEMLAKHURD,M,FIELD LABOUR,WEEDER,100,-,-,-,-,-,-,-,-,-,-,-,100,RAJASTHAN,ALWAR,10
SEMLAKHURD,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,ALWAR,10
AJANA,M,FIELD LABOUR,PLOUGHMAN,100,-,100,-,-,100,100,100,-,100,-,-,100,RAJASTHAN,BANSWARA,5
AJANA,W,FIELD LABOUR,PLOUGHMAN,80,-,80,-,-,80,80,80,-,80,-,-,80,RAJASTHAN,BANSWARA,5
AJANA,M,FIELD LABOUR,"REAPER & 
HARVESTER",90,-,95,-,-,100,100,90,-,100,-,-,95.83,RAJASTHAN,BANSWARA,5
AJANA,W,FIELD LABOUR,"REAPER & 
HARVESTER",80,-,80,-,-,80,80,80,-,80,-,-,80,RAJASTHAN,BANSWARA,5
AJANA,M,FIELD LABOUR,SOWER,100,-,100,-,-,100,100,100,-,100,-,-,100,RAJASTHAN,BANSWARA,5
AJANA,W,FIELD LABOUR,SOWER,80,-,80,-,-,80,80,80,-,80,-,-,80,RAJASTHAN,BANSWARA,5
AJANA,M,FIELD LABOUR,WEEDER,100,-,100,-,-,100,100,100,-,100,-,-,100,RAJASTHAN,BANSWARA,5
AJANA,W,FIELD LABOUR,WEEDER,80,-,80,-,-,80,80,80,-,80,-,-,80,RAJASTHAN,BANSWARA,5
AJANA,M,HERDSMEN,HERDSMEN,-,-,-,-,-,-,150,75,-,-,-,-,112.5,RAJASTHAN,BANSWARA,5
AJANA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BANSWARA,5
AJANA,M,"SKILLED 
LABOUR",BLACKSMITH,150,-,150,-,-,150,150,150,-,150,-,-,150,RAJASTHAN,BANSWARA,5
AJANA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BANSWARA,5
AJANA,M,"SKILLED 
LABOUR",CARPENTER,150,-,150,-,-,150,150,150,-,150,-,-,150,RAJASTHAN,BANSWARA,5
AJANA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BANSWARA,5
AJANA,M,"SKILLED 
LABOUR",COBBLER,100,-,100,-,-,100,100,100,-,100,-,-,100,RAJASTHAN,BANSWARA,5
AJANA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BANSWARA,5
JAGHINA,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,120,120,100,120,-,120,-,116,RAJASTHAN,BHARATPUR,7
JAGHINA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,100,100,-,100,-,100,-,100,RAJASTHAN,BHARATPUR,7
JAGHINA,M,FIELD LABOUR,SOWER,-,-,-,-,-,120,120,100,120,-,120,-,116,RAJASTHAN,BHARATPUR,7
JAGHINA,W,FIELD LABOUR,SOWER,-,-,-,-,-,100,100,-,100,-,100,-,100,RAJASTHAN,BHARATPUR,7
JAGHINA,M,FIELD LABOUR,WEEDER,-,-,-,-,-,-,120,100,120,-,120,-,115,RAJASTHAN,BHARATPUR,7
JAGHINA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,100,-,100,-,100,-,100,RAJASTHAN,BHARATPUR,7
BIGOD,M,FIELD LABOUR,PLOUGHMAN,150,150,-,-,-,150,-,-,-,200,250,-,180,RAJASTHAN,BHILWARA,5
BIGOD,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BHILWARA,5
BIGOD,M,FIELD LABOUR,SOWER,150,150,-,-,-,150,-,-,-,200,250,-,180,RAJASTHAN,BHILWARA,5
BIGOD,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BHILWARA,5
BIGOD,M,FIELD LABOUR,WEEDER,110,110,-,-,-,110,-,-,-,150,200,-,136,RAJASTHAN,BHILWARA,5
BIGOD,W,FIELD LABOUR,WEEDER,110,100,-,-,-,110,-,-,-,150,200,-,134,RAJASTHAN,BHILWARA,5
BIGOD,M,HERDSMEN,HERDSMEN,150,150,-,-,-,150,-,-,-,-,200,-,162.5,RAJASTHAN,BHILWARA,5
BIGOD,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BHILWARA,5
BIGOD,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,150,-,-,150,RAJASTHAN,BHILWARA,5
BIGOD,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BHILWARA,5
BIGOD,M,"SKILLED 
LABOUR",BLACKSMITH,300,300,-,-,-,300,-,-,-,300,350,-,310,RAJASTHAN,BHILWARA,5
BIGOD,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BHILWARA,5
BIGOD,M,"SKILLED 
LABOUR",CARPENTER,300,300,-,-,-,300,-,-,-,300,350,-,310,RAJASTHAN,BHILWARA,5
BIGOD,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BHILWARA,5
BIGOD,M,"SKILLED 
LABOUR",COBBLER,200,200,-,-,-,200,-,-,-,200,250,-,210,RAJASTHAN,BHILWARA,5
BIGOD,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BHILWARA,5
DAULARA,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,100,100,119,119,-,109.5,RAJASTHAN,BUNDI,7
DAULARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BUNDI,7
DAULARA,M,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,100,100,119,119,-,109.5,RAJASTHAN,BUNDI,7
DAULARA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BUNDI,7
DAULARA,M,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,100,100,119,119,-,109.5,RAJASTHAN,BUNDI,7
DAULARA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BUNDI,7
DAULARA,M,HERDSMEN,HERDSMEN,-,-,-,100,-,-,-,100,-,200,200,-,150,RAJASTHAN,BUNDI,7
DAULARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BUNDI,7
DAULARA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,150,-,-,-,100,100,200,200,-,150,RAJASTHAN,BUNDI,7
DAULARA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BUNDI,7
DAULARA,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,200,-,-,-,-,-,200,200,-,200,RAJASTHAN,BUNDI,7
DAULARA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BUNDI,7
DAULARA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,150,-,-,-,100,100,150,150,-,130,RAJASTHAN,BUNDI,7
DAULARA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,BUNDI,7
ADHANA,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,150,-,150,RAJASTHAN,CHITTORGARH,6
ADHANA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,CHITTORGARH,6
ADHANA,M,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,150,-,150,RAJASTHAN,CHITTORGARH,6
ADHANA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,100,-,100,RAJASTHAN,CHITTORGARH,6
ADHANA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,200,-,200,RAJASTHAN,CHITTORGARH,6
ADHANA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,150,-,150,RAJASTHAN,CHITTORGARH,6
ADHANA,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,150,-,150,RAJASTHAN,CHITTORGARH,6
ADHANA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,CHITTORGARH,6
ADHANA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,150,-,150,RAJASTHAN,CHITTORGARH,6
ADHANA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,CHITTORGARH,6
JASRASAR,M,HERDSMEN,HERDSMEN,200,-,-,-,-,-,-,-,-,-,-,-,200,RAJASTHAN,CHURU,8
JASRASAR,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,CHURU,8
JASRASAR,M,"SKILLED 
LABOUR",BLACKSMITH,300,-,-,-,-,-,-,-,-,-,-,-,300,RAJASTHAN,CHURU,8
JASRASAR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,CHURU,8
JASRASAR,M,"SKILLED 
LABOUR",CARPENTER,300,-,-,-,-,-,-,-,-,-,-,-,300,RAJASTHAN,CHURU,8
JASRASAR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,CHURU,8
DIDWANA,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,150,-,-,-,-,-,150,RAJASTHAN,DAUSA,7
DIDWANA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,125,-,-,-,-,-,125,RAJASTHAN,DAUSA,7
DIDWANA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,150,-,-,-,-,-,150,RAJASTHAN,DAUSA,7
DIDWANA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,125,-,-,-,-,-,125,RAJASTHAN,DAUSA,7
DIDWANA,M,FIELD LABOUR,SOWER,-,-,-,-,-,-,150,-,-,-,-,-,150,RAJASTHAN,DAUSA,7
DIDWANA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,125,-,-,-,-,-,125,RAJASTHAN,DAUSA,7
DIDWANA,M,FIELD LABOUR,WEEDER,-,-,-,-,-,-,150,-,-,-,-,-,150,RAJASTHAN,DAUSA,7
DIDWANA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,125,-,-,-,-,-,125,RAJASTHAN,DAUSA,7
DIDWANA,M,HERDSMEN,HERDSMEN,-,-,-,-,-,50,100,50,-,-,-,-,66.67,RAJASTHAN,DAUSA,7
DIDWANA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,50,-,-,-,-,-,50,RAJASTHAN,DAUSA,7
DIDWANA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,150,150,150,-,150,-,-,150,RAJASTHAN,DAUSA,7
DIDWANA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,125,-,-,-,-,-,125,RAJASTHAN,DAUSA,7
DIDWANA,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,150,150,150,-,150,-,-,150,RAJASTHAN,DAUSA,7
DIDWANA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,125,-,-,-,-,-,125,RAJASTHAN,DAUSA,7
DIDWANA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,150,150,150,-,150,-,-,150,RAJASTHAN,DAUSA,7
DIDWANA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,125,-,-,-,-,-,125,RAJASTHAN,DAUSA,7
JHOTHARI,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,80,-,-,-,-,-,-,80,RAJASTHAN,DUNGARPUR,8
JHOTHARI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,DUNGARPUR,8
JHOTHARI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,100,100,-,-,100,RAJASTHAN,DUNGARPUR,8
JHOTHARI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,100,100,-,-,100,RAJASTHAN,DUNGARPUR,8
JHOTHARI,M,FIELD LABOUR,SOWER,-,-,-,-,-,80,-,-,-,-,-,-,80,RAJASTHAN,DUNGARPUR,8
JHOTHARI,W,FIELD LABOUR,SOWER,-,-,-,-,-,70,-,-,-,-,-,-,70,RAJASTHAN,DUNGARPUR,8
JHOTHARI,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,90,120,-,150,150,-,-,127.5,RAJASTHAN,DUNGARPUR,8
JHOTHARI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,DUNGARPUR,8
JHOTHARI,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,120,-,-,150,150,-,-,140,RAJASTHAN,DUNGARPUR,8
JHOTHARI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,DUNGARPUR,8
JHOTHARI,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,100,90,-,120,150,-,-,115,RAJASTHAN,DUNGARPUR,8
JHOTHARI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,DUNGARPUR,8
SLLG,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,200,-,-,-,-,-,-,200,RAJASTHAN,GANGA NAGAR,4
SLLG,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SLLG,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,200,-,-,-,-,-,-,-,-,-,-,200,RAJASTHAN,GANGA NAGAR,4
SLLG,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SLLG,M,FIELD LABOUR,SOWER,-,-,-,-,-,200,-,-,-,-,-,-,200,RAJASTHAN,GANGA NAGAR,4
SLLG,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SLLG,M,FIELD LABOUR,WEEDER,200,-,-,-,-,200,250,-,-,-,-,-,216.67,RAJASTHAN,GANGA NAGAR,4
SLLG,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SLLG,M,HERDSMEN,HERDSMEN,250,250,-,-,-,250,280,280,-,-,-,-,262,RAJASTHAN,GANGA NAGAR,4
SLLG,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SLLG,M,"SKILLED 
LABOUR",BLACKSMITH,250,230,-,-,-,230,250,250,-,-,-,-,242,RAJASTHAN,GANGA NAGAR,4
SLLG,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SLLG,M,"SKILLED 
LABOUR",CARPENTER,250,250,-,-,-,250,280,280,-,-,-,-,262,RAJASTHAN,GANGA NAGAR,4
SLLG,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SLLG,M,"SKILLED 
LABOUR",COBBLER,250,230,-,-,-,230,250,250,-,-,-,-,242,RAJASTHAN,GANGA NAGAR,4
SLLG,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,GANGA NAGAR,4
SGGR,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,230,-,-,-,-,-,-,-,230,RAJASTHAN,HANUMANGARH,4
SGGR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,HANUMANGARH,4
SGGR,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,200,-,-,-,-,-,-,-,200,RAJASTHAN,HANUMANGARH,4
SGGR,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,HANUMANGARH,4
SGGR,M,FIELD LABOUR,SOWER,-,-,-,-,230,-,-,-,-,-,-,-,230,RAJASTHAN,HANUMANGARH,4
SGGR,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,HANUMANGARH,4
SGGR,M,HERDSMEN,HERDSMEN,-,-,-,-,230,230,-,-,230,-,230,-,230,RAJASTHAN,HANUMANGARH,4
SGGR,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,HANUMANGARH,4
SGGR,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,200,200,-,-,200,-,250,-,212.5,RAJASTHAN,HANUMANGARH,4
SGGR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,HANUMANGARH,4
SGGR,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,330,330,-,-,330,-,380,-,342.5,RAJASTHAN,HANUMANGARH,4
SGGR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,HANUMANGARH,4
SGGR,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,200,200,-,-,200,-,200,-,200,RAJASTHAN,HANUMANGARH,4
SGGR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,HANUMANGARH,4
NEENDAR,M,FIELD LABOUR,PLOUGHMAN,200,-,-,-,-,-,-,-,-,-,-,-,200,RAJASTHAN,JAIPUR,7
NEENDAR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,JAIPUR,7
NEENDAR,M,FIELD LABOUR,SOWER,200,-,-,-,-,-,-,-,-,-,-,-,200,RAJASTHAN,JAIPUR,7
NEENDAR,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,JAIPUR,7
NEENDAR,M,FIELD LABOUR,WEEDER,150,-,-,-,-,-,-,-,-,-,-,-,150,RAJASTHAN,JAIPUR,7
NEENDAR,W,FIELD LABOUR,WEEDER,150,-,-,-,-,-,-,-,-,-,-,-,150,RAJASTHAN,JAIPUR,7
NEENDAR,M,"SKILLED 
LABOUR",BLACKSMITH,250,-,-,-,-,-,-,-,-,-,-,-,250,RAJASTHAN,JAIPUR,7
NEENDAR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,JAIPUR,7
NEENDAR,M,"SKILLED 
LABOUR",CARPENTER,250,-,-,-,-,-,-,-,-,-,-,-,250,RAJASTHAN,JAIPUR,7
NEENDAR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,JAIPUR,7
NEENDAR,M,"SKILLED 
LABOUR",COBBLER,250,-,-,-,-,-,-,-,-,-,-,-,250,RAJASTHAN,JAIPUR,7
NEENDAR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,JAIPUR,7
BHAIRUDA,M,HERDSMEN,HERDSMEN,150,150,-,-,200,200,200,-,-,200,-,-,183.33,RAJASTHAN,JAISALMER,8
BHAIRUDA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,JAISALMER,8
BHAIRUDA,M,"SKILLED 
LABOUR",BLACKSMITH,250,250,-,-,250,250,250,-,-,300,-,-,258.33,RAJASTHAN,JAISALMER,8
BHAIRUDA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,RAJASTHAN,JAISALMER,8
